date,train_id,depot,rs_days_from_plan,sig_days_from_plan,tel_days_from_plan,job_open_count,job_critical_count,branding_req_hours,branding_alloc_hours,mileage_km,bogie_wear_index,cleaning_slot,stabling_position,estimated_shunting_mins,prev_night_shunting_count,iot_temp_avg_c,hvac_alert,last_maintenance_date,predicted_failure_risk,manual_override_flag,assigned_status
2025-08-22,KM-T119,Pettah Depot,16.0,30.0,22.0,2.0,0.0,10.9,9.86632169889244,1240.0,0.1873085848748112,Night-A,Bay-6,17.0,0.0,26.55,0.0,2025-08-04,0.116,0.0,Standby
2025-08-22,KM-T120,Pettah Depot,67.0,43.0,-4.0,1.0,1.0,12.0,11.492604168353624,1505.0,0.1158847397740272,No-Clean,Bay-11,35.0,2.0,27.74,0.0,2025-08-14,0.361,0.0,IBL
2025-08-22,KM-T121,Tripunithura Depot,52.0,15.0,9.0,0.0,0.0,12.4,9.066452208213056,2085.0,0.3035055091913811,Night-A,Bay-2,16.0,0.0,26.93,0.0,2025-05-10,0.156,0.0,Service
2025-08-22,KM-T122,Tripunithura Depot,18.0,-1.0,6.0,2.0,1.0,12.8,16.092451264008147,1663.0,0.0337613591723687,Night-A,Bay-4,30.0,1.0,27.08,0.0,2025-07-23,0.182,1.0,IBL
2025-08-22,KM-T123,Tripunithura Depot,57.0,11.0,15.0,0.0,0.0,5.4,2.3266007316234307,1485.0,0.0582567882744513,Night-A,Bay-9,21.0,0.0,24.51,0.0,2025-04-28,0.07,0.0,Service
2025-08-22,KM-T124,Tripunithura Depot,43.0,50.0,25.0,1.0,0.0,0.4,4.826429792987875,1571.0,0.3049507112232343,No-Clean,Bay-1,23.0,1.0,28.86,0.0,2025-08-17,0.157,0.0,Service
2025-08-22,KM-T125,Pettah Depot,35.0,27.0,36.0,1.0,1.0,3.9,3.585865390724905,1815.0,0.1379840006388306,Night-B,Bay-12,16.0,1.0,26.6,0.0,2025-05-07,0.218,0.0,IBL
2025-08-22,KM-T126,Tripunithura Depot,8.0,19.0,34.0,0.0,0.0,2.2,0.534456789987025,1901.0,0.4872208644086628,No-Clean,Bay-2,27.0,1.0,23.74,0.0,2025-07-03,0.221,0.0,Service
2025-08-22,KM-T127,Tripunithura Depot,53.0,21.0,18.0,1.0,1.0,9.3,2.019191171239916,1471.0,0.0173027480292471,Night-A,Bay-3,25.0,2.0,28.61,0.0,2025-06-02,0.176,0.0,IBL
2025-08-22,KM-T128,Pettah Depot,0.0,20.0,17.0,1.0,0.0,12.8,9.129776757856488,950.0,0.3469316801515985,No-Clean,Bay-8,53.0,1.0,26.53,0.0,2025-08-09,0.171,0.0,Service
2025-08-22,KM-T129,Pettah Depot,46.0,32.0,12.0,1.0,0.0,11.8,3.9085208247785816,1908.0,0.328009413014397,Night-A,Bay-1,20.0,1.0,23.83,0.0,2025-05-15,0.165,0.0,Standby
2025-08-22,KM-T130,Pettah Depot,20.0,52.0,12.0,0.0,0.0,9.1,7.2316888012409155,1436.0,0.1869820501315497,Night-B,Bay-6,17.0,0.0,26.27,0.0,2025-05-20,0.115,0.0,Standby
2025-08-22,KM-T131,Tripunithura Depot,32.0,40.0,16.0,3.0,0.0,7.6,14.217752695876053,1796.0,0.0892695053617859,Night-A,Bay-10,22.0,2.0,27.21,0.0,2025-08-17,0.081,0.0,Service
2025-08-22,KM-T132,Pettah Depot,49.0,13.0,27.0,2.0,0.0,6.6,4.110606940350694,1300.0,0.1981360860697908,Night-B,Bay-12,23.0,1.0,27.17,1.0,2025-05-30,0.119,0.0,Standby
2025-08-22,KM-T133,Pettah Depot,43.0,28.0,26.0,2.0,1.0,14.4,9.553566385449471,1094.0,0.0224893283970092,No-Clean,Bay-7,16.0,0.0,27.08,0.0,2025-06-14,0.178,1.0,IBL
2025-08-22,KM-T134,Tripunithura Depot,11.0,16.0,23.0,3.0,0.0,5.0,4.194089992898308,1975.0,0.3516285800690394,Night-B,Bay-4,52.0,1.0,25.6,0.0,2025-06-16,0.173,0.0,Service
2025-08-22,KM-T135,Tripunithura Depot,56.0,42.0,-2.0,1.0,0.0,14.5,10.865524029234342,1739.0,0.2262447774761438,Night-A,Bay-8,54.0,0.0,27.19,0.0,2025-06-08,0.279,0.0,IBL
2025-08-22,KM-T136,Tripunithura Depot,53.0,36.0,9.0,0.0,0.0,1.7,13.334249738927012,1569.0,0.1450280912515287,Night-A,Bay-6,55.0,1.0,27.79,0.0,2025-07-02,0.101,0.0,Standby
2025-08-22,KM-T137,Tripunithura Depot,24.0,6.0,-1.0,3.0,1.0,14.6,3.7775872215444335,818.0,0.0693115441918314,Night-A,Bay-11,12.0,1.0,27.78,0.0,2025-05-23,0.344,0.0,IBL
2025-08-22,KM-T138,Pettah Depot,7.0,3.0,0.0,1.0,0.0,7.5,8.85304137126656,1064.0,0.3654678070840531,No-Clean,Bay-2,6.0,1.0,28.64,0.0,2025-08-22,0.328,0.0,Standby
2025-08-22,KM-T139,Pettah Depot,12.0,40.0,17.0,4.0,1.0,8.8,4.605501810611491,1899.0,0.2844670112432677,Night-A,Bay-3,26.0,4.0,28.47,0.0,2025-04-29,0.27,0.0,IBL
2025-08-22,KM-T140,Pettah Depot,40.0,18.0,20.0,3.0,0.0,4.2,6.0710751158251295,1256.0,0.0433048705724166,Night-B,Bay-9,3.0,2.0,26.18,0.0,2025-04-25,0.065,1.0,Standby
2025-08-23,KM-T101,Pettah Depot,5.0,28.0,19.0,0.0,0.0,15.5,15.2459145184397,2151.0,0.1647797119593595,Night-B,Bay-12,25.0,1.0,26.36,0.0,2025-08-08,0.108,0.0,Service
2025-08-23,KM-T102,Tripunithura Depot,29.0,-2.0,9.0,1.0,0.0,1.0,14.990870447347834,1958.0,0.1442886930744262,No-Clean,Bay-12,18.0,1.0,26.99,0.0,2025-08-21,0.101,0.0,Service
2025-08-23,KM-T103,Pettah Depot,18.0,24.0,13.0,2.0,0.0,5.2,9.84600728867682,2178.0,0.2738545965281037,No-Clean,Bay-5,30.0,1.0,27.13,0.0,2025-07-09,0.146,0.0,Standby
2025-08-23,KM-T104,Tripunithura Depot,14.0,34.0,28.0,1.0,0.0,5.7,3.169022001155589,2094.0,0.1885567213531585,No-Clean,Bay-8,36.0,0.0,29.59,0.0,2025-05-16,0.116,0.0,Standby
2025-08-23,KM-T105,Tripunithura Depot,35.0,50.0,15.0,2.0,0.0,0.4,1.415658592174379,2363.0,0.2354208366161369,Night-B,Bay-5,18.0,1.0,24.76,0.0,2025-06-25,0.132,0.0,Service
2025-08-23,KM-T106,Tripunithura Depot,-2.0,39.0,14.0,1.0,1.0,6.7,14.419741342863968,1625.0,0.1418795118655066,Night-A,Bay-9,8.0,0.0,25.47,0.0,2025-06-22,0.22,0.0,IBL
2025-08-23,KM-T107,Pettah Depot,37.0,20.0,18.0,2.0,0.0,15.5,15.217625325145905,1215.0,0.3299982511740951,Night-A,Bay-11,25.0,0.0,30.69,0.0,2025-05-18,0.165,0.0,Standby
2025-08-23,KM-T108,Tripunithura Depot,-21.0,49.0,41.0,0.0,0.0,5.9,4.703454895002647,2160.0,0.1360258614049943,No-Clean,Bay-1,25.0,2.0,25.2,0.0,2025-05-25,0.098,0.0,IBL
2025-08-23,KM-T109,Pettah Depot,6.0,31.0,4.0,1.0,0.0,5.5,0.4139155701867915,2367.0,0.4029824022938986,Night-A,Bay-2,37.0,0.0,27.23,0.0,2025-08-04,0.191,0.0,Service
2025-08-23,KM-T110,Tripunithura Depot,33.0,29.0,7.0,0.0,0.0,14.4,12.793139006569506,1921.0,0.2997840481991148,Night-A,Bay-4,13.0,0.0,28.18,0.0,2025-08-15,0.155,0.0,Standby
2025-08-23,KM-T111,Tripunithura Depot,10.0,25.0,-1.0,0.0,0.0,15.6,6.164140395199395,1556.0,0.1915689601603405,No-Clean,Bay-1,32.0,0.0,25.71,0.0,2025-07-05,0.267,0.0,IBL
2025-08-23,KM-T112,Tripunithura Depot,-7.0,18.0,19.0,3.0,1.0,9.2,14.951729637927908,2093.0,0.2070261334229673,No-Clean,Bay-2,33.0,2.0,27.14,0.0,2025-05-29,0.242,0.0,IBL
2025-08-23,KM-T113,Pettah Depot,7.0,1.0,21.0,0.0,0.0,6.7,5.012738307180554,2302.0,0.1195394441587732,Night-A,Bay-8,36.0,1.0,27.98,0.0,2025-06-18,0.092,0.0,Service
2025-08-23,KM-T114,Tripunithura Depot,9.0,14.0,11.0,0.0,0.0,4.9,12.22771352403585,2142.0,0.3717695483306122,No-Clean,Bay-4,20.0,1.0,27.66,0.0,2025-08-07,0.18,1.0,Standby
2025-08-23,KM-T115,Pettah Depot,48.0,11.0,10.0,0.0,0.0,0.4,16.561872814041624,1312.0,0.2098558317345379,Night-A,Bay-2,21.0,0.0,26.69,0.0,2025-08-22,0.123,1.0,Service
2025-08-23,KM-T116,Tripunithura Depot,70.0,41.0,-2.0,1.0,0.0,0.2,0.0,1642.0,0.2179731822604475,Night-A,Bay-7,19.0,1.0,23.86,0.0,2025-05-15,0.276,1.0,IBL
2025-08-23,KM-T117,Pettah Depot,29.0,65.0,20.0,0.0,0.0,1.1,10.050928358177323,2154.0,0.2358278330078849,Night-B,Bay-3,17.0,2.0,30.17,0.0,2025-06-10,0.133,0.0,Standby
2025-08-23,KM-T118,Pettah Depot,17.0,0.0,17.0,2.0,1.0,6.2,11.595730884444816,1744.0,0.1068521617230049,Night-B,Bay-11,29.0,1.0,27.87,0.0,2025-06-11,0.207,1.0,IBL
2025-08-23,KM-T119,Pettah Depot,15.0,29.0,21.0,2.0,0.0,10.9,9.702854362190234,1486.0,0.198938950481554,Night-A,Bay-6,17.0,0.0,26.55,0.0,2025-08-04,0.12,0.0,Service
2025-08-23,KM-T120,Pettah Depot,66.0,42.0,-5.0,2.0,0.0,12.0,10.347426744318245,1802.0,0.1233990280183519,No-Clean,Bay-11,35.0,2.0,27.74,0.0,2025-08-14,0.243,0.0,IBL
2025-08-23,KM-T121,Tripunithura Depot,51.0,14.0,8.0,0.0,0.0,12.4,8.55000326649124,2308.0,0.3152010388890699,Night-A,Bay-2,16.0,0.0,26.93,0.0,2025-05-10,0.16,0.0,Service
2025-08-23,KM-T122,Tripunithura Depot,17.0,-2.0,5.0,2.0,1.0,12.8,16.13669511823192,1868.0,0.0393515122823963,Night-A,Bay-4,30.0,1.0,27.08,0.0,2025-07-23,0.184,1.0,IBL
2025-08-23,KM-T123,Tripunithura Depot,56.0,10.0,14.0,0.0,0.0,5.4,0.7821362380169632,1742.0,0.0735799062624503,Night-A,Bay-9,21.0,0.0,24.51,0.0,2025-04-28,0.076,0.0,Service
2025-08-23,KM-T124,Tripunithura Depot,42.0,49.0,24.0,1.0,0.0,0.4,5.3298588755897525,1773.0,0.3104003150713245,No-Clean,Bay-1,23.0,1.0,28.86,0.0,2025-08-17,0.159,0.0,Service
2025-08-23,KM-T125,Pettah Depot,34.0,26.0,35.0,1.0,0.0,3.9,3.483021227588835,2002.0,0.1453264583107132,Night-B,Bay-12,16.0,1.0,26.6,0.0,2025-05-07,0.101,0.0,Standby
2025-08-23,KM-T126,Tripunithura Depot,7.0,18.0,33.0,0.0,0.0,2.2,0.5076624433513615,2193.0,0.4926766703041154,No-Clean,Bay-2,27.0,1.0,23.74,0.0,2025-07-03,0.222,0.0,Service
2025-08-23,KM-T127,Tripunithura Depot,52.0,20.0,17.0,1.0,0.0,9.3,0.4057225109715141,1703.0,0.0323073207841107,Night-A,Bay-3,25.0,2.0,28.61,0.0,2025-06-02,0.061,0.0,Standby
2025-08-23,KM-T128,Pettah Depot,-1.0,19.0,16.0,1.0,0.0,12.8,10.060786222184344,1246.0,0.3604369240663985,No-Clean,Bay-8,53.0,1.0,26.53,0.0,2025-08-09,0.176,0.0,IBL
2025-08-23,KM-T129,Pettah Depot,45.0,31.0,11.0,1.0,1.0,11.8,2.4394412641423733,2157.0,0.3465300477582236,Night-A,Bay-1,20.0,1.0,23.83,0.0,2025-05-15,0.291,0.0,IBL
2025-08-23,KM-T130,Pettah Depot,19.0,51.0,11.0,0.0,0.0,9.1,6.3325271742388765,1680.0,0.1974789731546207,Night-B,Bay-6,17.0,0.0,26.27,0.0,2025-05-20,0.119,0.0,Service
2025-08-23,KM-T131,Tripunithura Depot,31.0,39.0,15.0,4.0,0.0,7.6,15.48692987841918,2088.0,0.1009357971530539,Night-A,Bay-10,22.0,2.0,27.21,0.0,2025-08-17,0.085,0.0,Standby
2025-08-23,KM-T132,Pettah Depot,48.0,12.0,26.0,3.0,0.0,6.6,4.808344068500148,1545.0,0.2103238142342368,Night-B,Bay-12,23.0,1.0,27.17,0.0,2025-05-30,0.124,0.0,Service
2025-08-23,KM-T133,Pettah Depot,42.0,27.0,25.0,2.0,0.0,14.4,10.872331001176663,1288.0,0.0334048082542844,No-Clean,Bay-7,16.0,0.0,27.08,0.0,2025-06-14,0.062,1.0,Service
2025-08-23,KM-T134,Tripunithura Depot,10.0,15.0,22.0,3.0,1.0,5.0,4.28094915606011,2169.0,0.3602808145176839,Night-B,Bay-4,52.0,1.0,25.6,0.0,2025-06-16,0.296,0.0,IBL
2025-08-23,KM-T135,Tripunithura Depot,55.0,41.0,-3.0,1.0,0.0,14.5,8.953420868149482,1986.0,0.2350964259919514,Night-A,Bay-8,54.0,0.0,27.19,0.0,2025-06-08,0.282,0.0,IBL
2025-08-23,KM-T136,Tripunithura Depot,52.0,35.0,8.0,0.0,0.0,1.7,13.731088404775818,1797.0,0.1646789698314674,Night-A,Bay-6,55.0,1.0,27.79,0.0,2025-07-02,0.108,0.0,Standby
2025-08-23,KM-T137,Tripunithura Depot,23.0,5.0,-2.0,3.0,0.0,14.6,3.757949422617753,1028.0,0.0849472381176678,Night-A,Bay-11,12.0,1.0,27.78,0.0,2025-05-23,0.23,0.0,IBL
2025-08-23,KM-T138,Pettah Depot,6.0,2.0,-1.0,0.0,0.0,7.5,9.405531325683707,1363.0,0.3783652949963598,No-Clean,Bay-2,6.0,1.0,28.64,0.0,2025-08-22,0.332,0.0,IBL
2025-08-23,KM-T139,Pettah Depot,11.0,39.0,16.0,4.0,0.0,8.8,3.361638575220206,2170.0,0.2928882078225017,Night-A,Bay-3,26.0,4.0,28.47,0.0,2025-04-29,0.153,0.0,Standby
2025-08-23,KM-T140,Pettah Depot,39.0,17.0,19.0,3.0,0.0,4.2,5.378169918029222,1495.0,0.0583762406153759,Night-B,Bay-9,3.0,2.0,26.18,0.0,2025-04-25,0.07,1.0,Service
2025-08-24,KM-T101,Pettah Depot,4.0,27.0,18.0,0.0,0.0,15.5,15.28972599041881,2438.0,0.1827216681225079,Night-B,Bay-12,25.0,1.0,26.36,0.0,2025-08-08,0.114,0.0,Service
2025-08-24,KM-T102,Tripunithura Depot,28.0,-3.0,8.0,2.0,0.0,1.0,14.843868445719346,2215.0,0.1587689253647325,No-Clean,Bay-12,18.0,1.0,26.99,0.0,2025-08-21,0.106,0.0,Service
2025-08-24,KM-T103,Pettah Depot,17.0,23.0,12.0,3.0,1.0,5.2,8.196924954742597,2396.0,0.2897223492990829,No-Clean,Bay-5,30.0,1.0,27.13,0.0,2025-07-09,0.271,0.0,IBL
2025-08-24,KM-T104,Tripunithura Depot,13.0,33.0,27.0,1.0,0.0,5.7,4.2147571336959295,2309.0,0.194841595097105,No-Clean,Bay-8,36.0,0.0,29.59,0.0,2025-05-16,0.118,0.0,Service
2025-08-24,KM-T105,Tripunithura Depot,34.0,49.0,14.0,2.0,0.0,0.4,2.0469498754345468,2591.0,0.2528987833149082,Night-B,Bay-5,18.0,1.0,24.76,0.0,2025-06-25,0.139,0.0,Service
2025-08-24,KM-T106,Tripunithura Depot,-3.0,38.0,13.0,1.0,0.0,6.7,12.863125372067165,1890.0,0.1569218161934795,Night-A,Bay-9,8.0,0.0,25.47,0.0,2025-06-22,0.105,0.0,IBL
2025-08-24,KM-T107,Pettah Depot,36.0,19.0,17.0,3.0,1.0,15.5,14.541639052171508,1402.0,0.3437053762748452,Night-A,Bay-11,25.0,0.0,30.69,0.0,2025-05-18,0.29,0.0,IBL
2025-08-24,KM-T108,Tripunithura Depot,-22.0,48.0,40.0,0.0,0.0,5.9,5.226232845468539,2394.0,0.152368311338423,No-Clean,Bay-1,25.0,2.0,25.2,0.0,2025-05-25,0.103,0.0,IBL
2025-08-24,KM-T109,Pettah Depot,5.0,30.0,3.0,0.0,0.0,5.5,1.2792324722071715,2655.0,0.4097798373241633,Night-A,Bay-2,37.0,0.0,27.23,0.0,2025-08-04,0.193,0.0,Service
2025-08-24,KM-T110,Tripunithura Depot,32.0,28.0,6.0,0.0,0.0,14.4,13.55723508506578,2122.0,0.3061209146808551,Night-A,Bay-4,13.0,0.0,28.18,0.0,2025-08-15,0.157,0.0,Standby
2025-08-24,KM-T111,Tripunithura Depot,9.0,24.0,-2.0,0.0,0.0,15.6,4.627688654709166,1749.0,0.1983336955874439,No-Clean,Bay-1,32.0,0.0,25.71,0.0,2025-07-05,0.269,0.0,IBL
2025-08-24,KM-T112,Tripunithura Depot,-8.0,17.0,18.0,3.0,0.0,9.2,13.761081065749208,2339.0,0.2179808561790816,No-Clean,Bay-2,33.0,2.0,27.14,0.0,2025-05-29,0.126,0.0,IBL
2025-08-24,KM-T113,Pettah Depot,6.0,0.0,20.0,0.0,0.0,6.7,5.8991865041968135,2567.0,0.1330380745913445,Night-A,Bay-8,36.0,1.0,27.98,0.0,2025-06-18,0.097,0.0,Service
2025-08-24,KM-T114,Tripunithura Depot,8.0,13.0,10.0,0.0,0.0,4.9,9.933737184002265,2399.0,0.3888584293323766,No-Clean,Bay-4,20.0,1.0,27.66,0.0,2025-08-07,0.186,1.0,Service
2025-08-24,KM-T115,Pettah Depot,47.0,10.0,9.0,0.0,0.0,0.4,16.685103086956286,1493.0,0.2182100482519826,Night-A,Bay-2,21.0,0.0,26.69,0.0,2025-08-22,0.126,1.0,Service
2025-08-24,KM-T116,Tripunithura Depot,69.0,40.0,-3.0,1.0,0.0,0.2,0.7094618174298554,1886.0,0.2320669763267122,Night-A,Bay-7,19.0,1.0,23.86,0.0,2025-05-15,0.281,1.0,IBL
2025-08-24,KM-T117,Pettah Depot,28.0,64.0,19.0,0.0,0.0,1.1,9.942890658388077,2450.0,0.242654261674764,Night-B,Bay-3,17.0,2.0,30.17,0.0,2025-06-10,0.135,0.0,Service
2025-08-24,KM-T118,Pettah Depot,16.0,-1.0,16.0,2.0,0.0,6.2,11.526940038009938,1954.0,0.1194442896656086,Night-B,Bay-11,29.0,1.0,27.87,0.0,2025-06-11,0.092,1.0,Service
2025-08-24,KM-T119,Pettah Depot,14.0,28.0,20.0,2.0,0.0,10.9,11.342343021607736,1748.0,0.2097358630989413,Night-A,Bay-6,17.0,0.0,26.55,0.0,2025-08-04,0.123,0.0,Service
2025-08-24,KM-T120,Pettah Depot,65.0,41.0,-6.0,2.0,0.0,12.0,10.248134034276587,1990.0,0.1305327685486599,No-Clean,Bay-11,35.0,2.0,27.74,0.0,2025-08-14,0.246,0.0,IBL
2025-08-24,KM-T121,Tripunithura Depot,50.0,13.0,7.0,0.0,0.0,12.4,7.957175329111751,2491.0,0.3296988832792719,Night-A,Bay-2,16.0,0.0,26.93,0.0,2025-05-10,0.165,0.0,Standby
2025-08-24,KM-T122,Tripunithura Depot,16.0,-3.0,4.0,2.0,0.0,12.8,15.629362342843374,2148.0,0.0576505755110033,Night-A,Bay-4,30.0,1.0,27.08,0.0,2025-07-23,0.07,1.0,Standby
2025-08-24,KM-T123,Tripunithura Depot,55.0,9.0,13.0,0.0,0.0,5.4,2.151577214441067,2007.0,0.0930372403946855,Night-A,Bay-9,21.0,0.0,24.51,0.0,2025-04-28,0.083,0.0,Service
2025-08-24,KM-T124,Tripunithura Depot,41.0,48.0,23.0,2.0,1.0,0.4,4.945826697709612,1957.0,0.318628343151583,No-Clean,Bay-1,23.0,1.0,28.86,0.0,2025-08-17,0.282,0.0,IBL
2025-08-24,KM-T125,Pettah Depot,33.0,25.0,34.0,1.0,0.0,3.9,2.796105471796347,2217.0,0.1558975868254653,Night-B,Bay-12,16.0,1.0,26.6,0.0,2025-05-07,0.105,0.0,Service
2025-08-24,KM-T126,Tripunithura Depot,6.0,17.0,32.0,0.0,0.0,2.2,0.0494459240507861,2454.0,0.5048169422446469,No-Clean,Bay-2,27.0,1.0,23.74,0.0,2025-07-03,0.227,0.0,Standby
2025-08-24,KM-T127,Tripunithura Depot,51.0,19.0,16.0,1.0,0.0,9.3,0.2079178250750077,1987.0,0.0388395637289738,Night-A,Bay-3,25.0,2.0,28.61,0.0,2025-06-02,0.064,0.0,Standby
2025-08-24,KM-T128,Pettah Depot,-2.0,18.0,15.0,1.0,0.0,12.8,9.6810288822041,1453.0,0.3749949462185227,No-Clean,Bay-8,53.0,1.0,26.53,0.0,2025-08-09,0.181,0.0,IBL
2025-08-24,KM-T129,Pettah Depot,44.0,30.0,10.0,1.0,0.0,11.8,3.2324976447998024,2424.0,0.3647669393650651,Night-A,Bay-1,20.0,1.0,23.83,0.0,2025-05-15,0.178,0.0,Service
2025-08-24,KM-T130,Pettah Depot,18.0,50.0,10.0,0.0,0.0,9.1,7.560279434058176,1879.0,0.2135415985465058,Night-B,Bay-6,17.0,0.0,26.27,0.0,2025-05-20,0.125,0.0,Service
2025-08-24,KM-T131,Tripunithura Depot,30.0,38.0,14.0,4.0,1.0,7.6,15.360990905472343,2295.0,0.1112584175569073,Night-A,Bay-10,22.0,2.0,27.21,0.0,2025-08-17,0.209,0.0,IBL
2025-08-24,KM-T132,Pettah Depot,47.0,11.0,25.0,3.0,0.0,6.6,4.090858882419066,1805.0,0.2197554858963981,Night-B,Bay-12,23.0,1.0,27.17,0.0,2025-05-30,0.127,0.0,Service
2025-08-24,KM-T133,Pettah Depot,41.0,26.0,24.0,2.0,1.0,14.4,10.091310571911777,1545.0,0.0394436228485723,No-Clean,Bay-7,16.0,0.0,27.08,0.0,2025-06-14,0.184,1.0,IBL
2025-08-24,KM-T134,Tripunithura Depot,9.0,14.0,21.0,3.0,1.0,5.0,3.910442854370592,2361.0,0.3740171543907926,Night-B,Bay-4,52.0,1.0,25.6,0.0,2025-06-16,0.301,0.0,IBL
2025-08-24,KM-T135,Tripunithura Depot,54.0,40.0,-4.0,2.0,0.0,14.5,7.838945041278137,2205.0,0.2490743996272169,Night-A,Bay-8,54.0,0.0,27.19,0.0,2025-06-08,0.287,0.0,IBL
2025-08-24,KM-T136,Tripunithura Depot,51.0,34.0,7.0,0.0,0.0,1.7,13.362108959665896,2020.0,0.1726410271793665,Night-A,Bay-6,55.0,1.0,27.79,0.0,2025-07-02,0.11,0.0,Standby
2025-08-24,KM-T137,Tripunithura Depot,22.0,4.0,-3.0,3.0,0.0,14.6,2.4643907834504546,1320.0,0.0938237124220451,Night-A,Bay-11,12.0,1.0,27.78,0.0,2025-05-23,0.233,0.0,IBL
2025-08-24,KM-T138,Pettah Depot,5.0,1.0,-2.0,0.0,0.0,7.5,9.639668872797005,1564.0,0.3981353410892275,No-Clean,Bay-2,6.0,1.0,28.64,0.0,2025-08-22,0.339,0.0,IBL
2025-08-24,KM-T139,Pettah Depot,10.0,38.0,15.0,4.0,0.0,8.8,2.38788892726213,2428.0,0.2992662711381523,Night-A,Bay-3,26.0,4.0,28.47,0.0,2025-04-29,0.155,0.0,Service
